d10_mean,d10_std,d10_smooth,d50_mean,d50_std,d50_smooth,d90_mean,d90_std,d90_smooth,c_mean,c_std,c_smooth,T_PM_mean,T_PM_std,T_PM_smooth,T_TM_mean,T_TM_std,T_TM_smooth,mf_PM_mean,mf_PM_std,mf_PM_smooth,mf_TM_mean,mf_TM_std,mf_TM_smooth,Q_g_mean,Q_g_std,Q_g_smooth,w_crystal_mean,w_crystal_std,w_crystal_smooth,c_in_mean,c_in_std,c_in_smooth,T_PM_in_mean,T_PM_in_std,T_PM_in_smooth,T_TM_in_mean,T_TM_in_std,T_TM_in_smooth,cluster,source_file
0.0003511497576650899,0.001539813949266157,0.00013484497310927468,0.0004638580967172181,0.0021708906534461813,0.0002540699827605484,0.0004333964651310944,0.000480254805882157,8.05698625935911e-05,0.17545259355777731,0.0018164755933282432,4.931843762285102e-05,316.0746570413753,3.324697148630897,0.04328703892326126,315.83162644256595,3.402337815003131,0.03944188139028169,0.00044381307273988024,0.00016366803931365471,3.2028055503317316e-06,0.011368313858993038,0.004369872049386979,4.243362291539159e-05,5.432650319633825e-07,1.8124865598140679e-07,2.5696429574453807e-09,0.00561919271111412,0.0020489303215142094,2.3004778097003298e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_14894.txt
0.00039708499105006116,0.001620230678131032,0.0002011270337146809,0.0004256148480802921,0.0012122611455445908,0.000162968442765486,0.0004397990065739473,0.000526509175373638,8.67248975780929e-05,0.1749309272527326,0.0026136567935911613,7.28913115399793e-05,315.01999126562873,3.5549961908804217,0.06082244186949036,314.79217500894623,3.6501632369831443,0.0544728888086972,0.000522340054024839,0.00024376113427876869,3.1267578458004005e-06,0.009597605092025837,0.004220394896925006,5.583817193313824e-05,4.956354071202613e-07,1.9998468818888147e-07,3.0196917070958416e-09,0.0053787595253441175,0.0027905817520182327,4.888807776918618e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_17860.txt
0.0004104249157907649,0.001967602052862179,0.0002300292068062,0.0003607369678083452,7.764466171071116e-05,3.312476450987888e-05,0.0004279531286946679,0.00014035440108688867,5.783712962371512e-05,0.17542764929967536,0.0011361794510731024,5.0798670670519e-05,314.8502407353801,2.605981927095144,0.04778870042181629,314.5697828721946,2.7024046495436918,0.04436428187182714,0.0005159598336543662,0.00019436066258902513,2.704679696394595e-06,0.008622796370451265,0.0033836858640120472,5.2480024439782886e-05,4.822751954984927e-07,1.6447077528948147e-07,1.971612298712538e-09,0.004788813941498027,0.0025192480432185745,4.1008781599960065e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_18883.txt
0.00040534144976635267,0.0016379502938465562,0.00019951076665313363,0.0004770613006141494,0.0017321118608692506,0.00024338201107276239,0.00046805901407792985,0.0010111796061994473,0.00012364208822267388,0.1748979426688989,0.0020059622449798923,7.753076497859528e-05,313.36325571002686,4.222911908215453,0.07688171920568276,312.9778209142135,4.398712946001014,0.06874913325782502,0.0005369812947912822,0.00018465713386026756,1.9714398429115114e-06,0.007906671362734912,0.00476331202764528,6.686646872256988e-05,5.364070582573444e-07,1.2976471646553963e-07,2.310239697818856e-09,0.005171841096498721,0.0026214898331166398,4.384226213442953e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_22059.txt
0.00037160555334522126,0.001439550328016749,0.0001571470369813795,0.00040915655668829966,0.0010728568791297287,0.00012157933753760421,0.0005214741748923016,0.0018874294008617116,0.00023091702943248008,0.17427749089493155,0.0046859394850681975,7.510979327204045e-05,314.59560993977664,5.268882883348108,0.05855984472765346,314.3161625042247,5.343800461113795,0.05308690068018668,0.0005581991121704884,0.00017914762858055476,2.766673363303403e-06,0.009910926697785339,0.004897862166964101,5.555535866446827e-05,5.718599071131138e-07,1.890255869847369e-07,2.3583625512009216e-09,0.006504225255436103,0.002187110242758422,3.3197634826935635e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_2993.txt
0.0003943403325875542,0.0014205313693259655,0.0001570905592157327,0.00044304236198869276,0.0012474539051401696,0.00015458536731232956,0.0004778872087055406,0.0011021631659553406,0.0001160411485093993,0.17457822390567695,0.002674297366955708,7.849067445619272e-05,312.8840046560757,4.942187045109493,0.06181682501042243,312.4820778572024,5.064751930436257,0.05523198292595597,0.0005842670571941819,0.00016325393315353337,2.531846143783984e-06,0.007380076168764646,0.004308045182714414,4.4822704804793296e-05,5.492871399773269e-07,2.110988305024732e-07,2.5729068111235412e-09,0.0045657169917690315,0.0022728422916350527,3.431468873658809e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_31274.txt
0.0003687070375215787,0.0010394866836103932,0.00010133919299488117,0.0004285839653758258,0.001010763453237468,0.00012361476847817546,0.0005147858050982473,0.0016008951563935383,0.00018759484345354902,0.17355399417845138,0.004189214718391921,8.478850020996973e-05,313.2506671317401,5.859230577154713,0.05299895607849201,312.99545080391516,5.939100148493327,0.04989463100936008,0.00041999066777215996,0.0001186515629400739,1.0978517698959959e-06,0.008787689704657835,0.004818958215741588,4.03614470280035e-05,5.125383077203007e-07,1.330449038681246e-07,1.4191505429392336e-09,0.0054821038162873705,0.0025772385031360536,4.655419141192262e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_33091.txt
0.00041449917486202913,0.002147058873595817,0.00023024508667176212,0.0005059085778523758,0.0025618426908724586,0.0003084889567591136,0.00048120784871221844,0.0011482989109869682,0.00014692230041362642,0.17347621390165976,0.00710645733229783,6.563602151898339e-05,314.14980461350353,6.055843730860328,0.06955215696295293,313.84108971724385,6.095046792176081,0.06532654503455004,0.0006055356414483056,0.00016235341961805662,2.7039684489045043e-06,0.009172143027053862,0.004091145106470307,7.08176846500044e-05,5.100498719705756e-07,1.2616269799565002e-07,1.3082138757772811e-09,0.005908082152859414,0.0029411360801932895,3.329364392485256e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_3388.txt
0.0004040951804246491,0.001620272263775195,0.00017257784351236386,0.00042785298788050667,0.0013006997567059256,0.00011386281123863943,0.000481021781429255,0.0009769681828034717,0.00010719042278992091,0.17325970831672266,0.004403624351825713,0.00012548627057248085,312.28515416157046,5.651356998214971,0.0991241206730233,311.8571548743806,5.792073868370235,0.09270865447060973,0.0005492698589003069,0.00016754438985514596,2.069003536668168e-06,0.007854553424700162,0.005806978810483429,7.665819450147918e-05,5.296374919339968e-07,1.74732859462414e-07,2.1383681998734883e-09,0.00620185562983668,0.002540552978822203,2.4237955095347752e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_35884.txt
0.00037900551347178047,0.0017407259981254415,0.00018274110316675668,0.00042988935774661714,0.0017546671474843042,0.00017997004244934967,0.0004964840400328483,0.0018294673955465731,0.0002061845624510228,0.17562383184617208,0.0009888971546663098,4.394122237947115e-05,315.1632685957064,2.6324716716839895,0.052900886197664296,314.830779499506,2.705859233940609,0.04714896268989434,0.0004968765082043436,0.00018058609500989025,2.113864771044945e-06,0.009122456728871062,0.0035805053907900174,6.086815697474314e-05,6.104286769385498e-07,1.649945458110086e-07,2.4131166414352216e-09,0.005341260324641341,0.0018000065896112917,2.144519090379289e-05,0.17695047308712,0.0,0.0,323.12063736011265,5.687186190429962e-14,0.0,323.12063736011265,5.687186190429962e-14,0.0,1,file_37125.txt
