d10_mean,d10_std,d10_smooth,d50_mean,d50_std,d50_smooth,d90_mean,d90_std,d90_smooth,c_mean,c_std,c_smooth,T_PM_mean,T_PM_std,T_PM_smooth,T_TM_mean,T_TM_std,T_TM_smooth,mf_PM_mean,mf_PM_std,mf_PM_smooth,mf_TM_mean,mf_TM_std,mf_TM_smooth,Q_g_mean,Q_g_std,Q_g_smooth,w_crystal_mean,w_crystal_std,w_crystal_smooth,c_in_mean,c_in_std,c_in_smooth,T_PM_in_mean,T_PM_in_std,T_PM_in_smooth,T_TM_in_mean,T_TM_in_std,T_TM_in_smooth,cluster,source_file
0.00038441043546279073,0.0014134648235081871,0.00014433027962133352,0.0004035702082075673,0.0007297773051441248,7.576681435497457e-05,0.0005004612232375193,0.001066041443276661,0.0001452889517829092,0.1801847214505454,0.006265444459011022,0.0002165814200709514,311.9509771991583,5.192620759645446,0.08642251949274109,311.64391912492357,5.258002201485567,0.07820955460166273,0.0005265046656400049,0.00013165116634720697,3.179107264316917e-06,0.007019286516518738,0.00474967537376047,7.779639163243944e-05,3.975829292893018e-07,1.066096966899691e-07,1.3019794079449324e-09,0.005144165006036331,0.0023446914001612426,3.093692757778658e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_15229.txt
0.0003710981543791388,0.0014558381247823551,0.00015392051995772173,0.0003964491818048794,0.0008414271102907254,0.00010148781082997876,0.0005425036067995051,0.002159008503938628,0.0002792442800219718,0.18438851530135578,0.00382104293064587,0.00015257103681990203,314.6938884532655,4.346066572346179,0.0869942720427731,314.40709126535126,4.474338973674675,0.08176591281869457,0.000491642396359213,0.00015711291187093905,2.2559476319817814e-06,0.00962236476545818,0.004997242254732318,7.428711973798118e-05,4.854703261646614e-07,1.4743257285705682e-07,2.114247463507848e-09,0.004143404850318995,0.0023303201916144377,2.5305851911384182e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_15576.txt
0.00040192004600063543,0.0019885864052123455,0.00021943559858979527,0.0003644122950739306,0.00017573111187985582,3.7935355604963765e-05,0.00043418006283505226,0.00015042608002755227,5.572105702906366e-05,0.18094657088395547,0.005087616579958489,0.00021173157830912858,313.5624422673501,5.1089102428856075,0.0843001271259796,313.2532806613553,5.190418404242265,0.07875927061747313,0.0004365359488518975,0.00018939695235810147,2.8989098760012012e-06,0.00847937369407838,0.004587405246179972,6.47171530465968e-05,5.38004461327835e-07,1.8549005331046953e-07,2.248984921043595e-09,0.006404092104365427,0.002565343842664472,3.378638404765245e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_16361.txt
0.0003977193341120915,0.0020339566098016297,0.00023180491076761362,0.00036727767517406406,0.0006520576696924127,7.009324732219278e-05,0.000473291710096943,0.0013088758406353794,0.00016755469996228807,0.1841590275948292,0.002760457076907446,0.00014567923325748127,314.5113104738692,4.416176650709062,0.08632842557185436,314.1063208944973,4.582257179027315,0.08128837913822108,0.0005732013549486603,0.00016880275866639215,2.2178638802658657e-06,0.00964727250062067,0.005722686881177783,7.2010194091494e-05,6.066049550085269e-07,1.8768847370899898e-07,2.267259651494004e-09,0.005377829267681129,0.0024329623094069487,3.407268386803413e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_20658.txt
0.0003226376322874775,0.000667829470990557,6.127959546017267e-05,0.00041656068779752034,0.001177926176172312,0.0001400300171752709,0.00045223341037624543,0.000796089070734149,8.68176555896956e-05,0.178861586863384,0.007649539771182381,0.00017296942211002708,312.33748251165576,6.034127182277382,0.06716810941264817,312.01898338024154,6.1184568130368255,0.061624583682740444,0.0005936315435169497,0.0001857391971280103,2.095636294161061e-06,0.007841593262628822,0.0052373376853902505,6.257014854388007e-05,4.403257733928476e-07,1.67432989835133e-07,3.0471285627565134e-09,0.00717410950399313,0.0023538158613331107,2.9259318257836638e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_20785.txt
0.000353697961649161,0.0015158834765815722,0.00013731745904890192,0.00040220803820366493,0.0010389381466111556,0.00013173457686903366,0.0005015727502146728,0.0013897011762058304,0.00020936860072179558,0.18374513358492522,0.005121624073013207,0.0001888445459961689,314.5545127988728,4.94959605122527,0.08755818922396982,314.16838272976975,5.082305806618614,0.08157094535063654,0.0006328315973474994,0.00013597004718208494,1.6321819775116115e-06,0.009585268904443089,0.004889589297613593,7.701953167477658e-05,5.22429826972163e-07,1.8257493575239052e-07,2.5265132055007163e-09,0.005092176722537298,0.0023075470408443826,3.9285712081343144e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_2345.txt
0.00036166755478618464,0.0017019642543089895,0.0001768350171228739,0.00043079221076083364,0.0018447517900029907,0.00021003734255049553,0.0004324742270934698,0.0009171414574359755,9.890619594619589e-05,0.1836250532274481,0.002385217693107407,0.00011493229724554521,316.37546704522333,2.3146004008341703,0.03672472943723783,316.14712360033684,2.3496112867715353,0.033565721637104445,0.0004166005099383788,0.00011811500043193608,1.5006716948979982e-06,0.010840464716964933,0.0028708905202500133,4.162641635122993e-05,5.141330926354058e-07,1.9547520495022538e-07,2.6937446548800286e-09,0.0058982090751791595,0.0022139056528294406,2.0693836786473873e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_25611.txt
0.0004023269990930631,0.002031807926513647,0.0002588608959128495,0.00034009160119482146,0.00013011707384722165,2.8426032668057057e-05,0.0004550451360934186,0.001153416270518806,0.0001373154287922251,0.18372575279953945,0.0040655438268640525,0.00014317135970660108,315.58964539625293,3.4705379432103634,0.06640812844549018,315.3236756858398,3.51651749514349,0.06102759265180159,0.000531428653077009,0.00015457577554244437,3.0059744178455455e-06,0.010145432877693282,0.003941333601478266,6.441074392211032e-05,5.333894045156347e-07,1.5588728943069753e-07,2.4602126160266117e-09,0.005532786097970812,0.0016285594013247231,1.9899566255786784e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_26408.txt
0.00035354544682893,0.0014217540772328095,0.00013682564255998523,0.0003645788028055045,0.00046208339844516723,5.119838553092632e-05,0.0005289278833860745,0.0020250925619656837,0.0002600686250666607,0.18210922065729296,0.00886350144820773,0.0001578515656655274,314.18932439560024,5.827417653495343,0.06925176853565666,313.91176752260884,5.817903269284381,0.0618559227593618,0.0005529214694314395,0.0001738502986891021,2.3335023981022024e-06,0.009177461032897998,0.004239214425557106,5.6497187863214214e-05,5.161486242968404e-07,1.435545820921719e-07,2.6372901506575384e-09,0.0052458897239200586,0.002152390776690972,2.799980139742642e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_27517.txt
0.0003180270506753995,0.0007018374233319391,7.056324095151382e-05,0.0003777296059634121,0.0008551244641984736,8.61647118286944e-05,0.0004968911384507232,0.0016705434681434145,0.00021060954819346597,0.1831877842543012,0.004895152025502426,0.00015761471110116988,314.4273709851246,4.242574515135538,0.05680457188754469,313.9852300178461,4.469329427587438,0.05277674826600115,0.0005840132783680192,0.00017371702229800282,2.397033089237237e-06,0.008585685648309827,0.003968912007026832,4.863454701402121e-05,4.890185957288518e-07,2.2130866309903235e-07,4.002903431415739e-09,0.005627146039215127,0.0029936877470566102,4.435023751575216e-05,0.18999999999999997,2.77694638204588e-17,0.0,323.15,0.0,0.0,323.15,0.0,0.0,0,file_28440.txt
